Female,Male,Other,Home Mortage,Home Owner,Rent,ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1.0,0.0,0.0,0.0,0.0,1.0,95.0,65.0,39.0,121.0,92612.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,96.0,38.0,12.0,48.0,95617.0,4.0,0.2,3.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,97.0,41.0,15.0,80.0,95014.0,1.0,5.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,98.0,54.0,28.0,161.0,92121.0,1.0,2.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,99.0,49.0,23.0,94.0,92374.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,100.0,65.0,41.0,15.0,91711.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,101.0,48.0,23.0,74.0,94080.0,1.0,1.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,102.0,61.0,36.0,30.0,94608.0,3.0,1.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,103.0,53.0,23.0,44.0,93555.0,3.0,1.0,3.0,198.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,104.0,43.0,18.0,22.0,95670.0,2.0,0.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,105.0,56.0,32.0,38.0,93311.0,4.0,1.3,1.0,166.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,106.0,25.0,0.0,35.0,94704.0,3.0,0.1,2.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,107.0,43.0,17.0,69.0,92717.0,4.0,2.9,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,108.0,42.0,18.0,43.0,92037.0,1.0,0.7,1.0,136.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,109.0,33.0,7.0,32.0,95136.0,1.0,0.6,3.0,166.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,110.0,43.0,17.0,49.0,94542.0,1.0,2.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,111.0,41.0,14.0,9.0,91330.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,112.0,62.0,38.0,45.0,94143.0,4.0,1.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,113.0,40.0,15.0,82.0,91775.0,3.0,1.0,1.0,309.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,114.0,58.0,34.0,92.0,92703.0,2.0,2.8,1.0,103.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,115.0,39.0,14.0,39.0,92354.0,3.0,0.5,3.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,116.0,65.0,40.0,81.0,92024.0,3.0,1.8,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,117.0,54.0,29.0,35.0,92831.0,1.0,1.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,118.0,58.0,33.0,61.0,92833.0,2.0,2.3,3.0,193.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,119.0,41.0,16.0,73.0,92647.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,120.0,32.0,7.0,112.0,94304.0,1.0,4.6,1.0,366.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,121.0,54.0,29.0,12.0,90057.0,2.0,0.2,3.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,122.0,52.0,26.0,38.0,91711.0,3.0,0.9,3.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,123.0,58.0,32.0,73.0,94523.0,2.0,0.7,2.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,124.0,37.0,13.0,84.0,92130.0,1.0,3.6,2.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,125.0,39.0,15.0,78.0,92121.0,4.0,2.4,1.0,118.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,126.0,60.0,35.0,80.0,91301.0,3.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,127.0,31.0,5.0,115.0,92096.0,2.0,1.3,1.0,101.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,128.0,34.0,8.0,82.0,92646.0,1.0,2.7,2.0,251.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,129.0,38.0,14.0,74.0,92182.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,130.0,41.0,16.0,70.0,92131.0,3.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,131.0,28.0,4.0,81.0,94801.0,3.0,1.5,1.0,276.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,132.0,65.0,34.0,149.0,93720.0,4.0,7.2,2.0,0.0,1.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,133.0,31.0,1.0,51.0,90840.0,2.0,1.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,134.0,30.0,4.0,39.0,90245.0,3.0,1.1,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,135.0,53.0,29.0,98.0,95035.0,3.0,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,136.0,58.0,33.0,45.0,93010.0,4.0,2.1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,137.0,59.0,32.0,49.0,95035.0,4.0,2.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,138.0,49.0,25.0,128.0,95054.0,2.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,139.0,59.0,34.0,42.0,94928.0,3.0,1.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,140.0,59.0,35.0,18.0,93305.0,1.0,1.2,3.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,141.0,51.0,25.0,31.0,90245.0,2.0,0.4,3.0,161.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,142.0,35.0,11.0,58.0,95831.0,3.0,2.0,1.0,149.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,143.0,33.0,9.0,48.0,91770.0,1.0,2.1,3.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,144.0,25.0,1.0,54.0,94117.0,4.0,1.6,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,145.0,49.0,23.0,70.0,92093.0,2.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,146.0,59.0,35.0,124.0,90024.0,1.0,7.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,147.0,46.0,19.0,84.0,94102.0,1.0,2.66666666666667,2.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,148.0,50.0,25.0,83.0,94542.0,4.0,3.6,3.0,188.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,149.0,52.0,28.0,163.0,91423.0,2.0,0.4,1.0,116.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,150.0,48.0,22.0,42.0,93955.0,3.0,2.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,151.0,46.0,22.0,118.0,94107.0,2.0,7.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,152.0,26.0,0.0,132.0,92834.0,3.0,6.5,3.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,153.0,57.0,32.0,24.0,93117.0,1.0,1.3,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,154.0,60.0,36.0,22.0,94551.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,155.0,54.0,29.0,58.0,92612.0,4.0,1.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,156.0,25.0,0.0,60.0,94596.0,4.0,1.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,157.0,26.0,0.0,15.0,92131.0,4.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,158.0,41.0,17.0,83.0,94025.0,4.0,2.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,159.0,32.0,6.0,79.0,94720.0,2.0,1.5,3.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,160.0,61.0,35.0,41.0,94545.0,4.0,1.7,2.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,162.0,61.0,35.0,80.0,95053.0,2.0,2.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,163.0,38.0,12.0,52.0,90036.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,164.0,28.0,4.0,70.0,91125.0,4.0,2.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,165.0,53.0,27.0,92.0,95120.0,2.0,1.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,166.0,27.0,1.0,43.0,94706.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,167.0,25.0,1.0,21.0,95827.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,168.0,33.0,9.0,23.0,94305.0,3.0,0.9,3.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,169.0,50.0,26.0,13.0,91320.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,170.0,27.0,1.0,112.0,90503.0,4.0,2.1,3.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,171.0,27.0,1.0,138.0,90250.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,172.0,52.0,28.0,11.0,95817.0,3.0,0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,173.0,38.0,13.0,171.0,92717.0,2.0,7.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,174.0,58.0,34.0,42.0,90095.0,4.0,1.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,175.0,42.0,17.0,168.0,95503.0,2.0,7.9,2.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,176.0,45.0,20.0,85.0,91711.0,4.0,1.1,2.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,177.0,52.0,25.0,44.0,93111.0,3.0,1.0,2.0,135.0,0.0,0.0,0.0,1.0,0.0
